,cat1,cat2,cat3,brand_name
1479,BEA,Other,Other,Others
1480,KID,Gear,Playards,Others
1483,WOM,Jeans,"Capri, Cropped",Free People
1494,HAN,Clothing,Costume,Others
1503,HOM,Home Appliances,Vacuums & Floor Care,Others
1509,WOM,Sweaters,Crewneck,PINK
1512,BEA,Makeup,Makeup Remover,Others
1515,WOM,Suits & Blazers,Blazer,Others
1526,MEN,Men's Accessories,Hats,Carhartt
1534,KID,Boys 0-24 Mos,Tops & T-Shirts,Nike
1535,WOM,Athletic Apparel,Shorts,Rock Revival
1538,WOM,Athletic Apparel,Shirts & Tops,Lululemon
1540,WOM,Athletic Apparel,Shorts,Reebok
1542,MEN,Shoes,Fashion Sneakers,VANS
1543,BEA,Makeup,Brushes & Applicators,Others
1548,WOM,Shoes,Flats,ZARA
1564,WOM,Sweaters,Tunic,PINK
1569,SPO,Golf,Men's Golf Clubs,Others
1574,ELE,Video Games & Consoles,Consoles,Nintendo
1577,WOM,Women's Accessories,Wallets,Coach
1587,WOM,Athletic Apparel,Jackets,The North Face
1589,SPO,Fan Shop,NFL,Reebok
1592,MEN,Tops,T-shirts,Adidas
1595,ELE,Cameras & Photography,Film Photography,Fuji
1600,OTH,Books,Medical Books,Others
1601,KID,Feeding,Bottle-Feeding,Similac
1606,HAN,Children,Toy,Others
1615,WOM,Athletic Apparel,Sports Bras,Nike
1617,ELE,Computers & Tablets,Laptops & Netbooks,Others
1620,WOM,Shoes,Boots,Steve Madden
1623,HAN,Music,Vinyl,Others
1631,MEN,Men's Accessories,Ties,Prada
1632,WOM,Shoes,Sandals,Vince Camuto
1634,HAN,Pets,Collar,Others
1636,MEN,Men's Accessories,Sunglasses,Ray-Ban
1643,WOM,Women's Handbags,Backpack Style,PINK
1644,WOM,Shoes,Boots,Michael Kors
1647,HOM,Home Appliances,Garment Steamers,Others
1655,HOM,Home Décor,Clocks,Others
1656,WOM,Shoes,Pumps,Michael Kors
1657,WOM,Women's Accessories,Other,PINK
1659,ELE,"TV, Audio & Surveillance",Headphones,Apple
1670,MEN,Tops,Tank,Others
1673,WOM,Tops & Blouses,T-Shirts,Victoria's Secret
1675,OTH,Automotive,Tools & Equipment,Others
1681,KID,Health & Baby Care,Other,Others
1684,VIN,Book,Cookbook,Others
1699,WOM,Women's Handbags,Totes & Shoppers,kate spade new york
1703,WOM,Skirts,Pleated,LuLaRoe
1704,WOM,Shoes,Sandals,Steve Madden
1708,KID,Girls 2T-5T,Shoes,Nike
1709,HAN,Paper Goods,Cards,Others
1713,KID,Toys,Hobbies,Funko
1715,MEN,Coats & Jackets,Windbreaker,Nike
1717,KID,Nursery,Bedding,Others
1719,WOM,Dresses,"Above Knee, Mini",Free People
1721,WOM,Shoes,Fashion Sneakers,Adidas
1723,MEN,Athletic Apparel,Pants,Adidas
1726,BEA,Tools & Accessories,Makeup Brushes & Tools,Urban Decay
1735,KID,Diapering,Diaper Pails & Refills,Others
1737,VIN,Housewares,Cup,Others
1740,MEN,Men's Accessories,Ties,Others
1749,WOM,Women's Accessories,Sunglasses,Tory Burch
1752,OTH,Books,Arts & Photography,Others
1754,KID,Feeding,Storage & Containers,Others
1761,ELE,Media,VHS,Others
1763,VIN,Collectibles,Souvenir,Others
1766,WOM,Underwear,G-Strings & Thongs,Others
1767,WOM,Shoes,Boots,Timberland
1769,HAN,Accessories,Charm,Others
1770,WOM,Jewelry,Necklaces,Gucci
1774,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Others
1776,MEN,Shoes,Boots,Nike
1786,ELE,Other,Other,Others
1787,WOM,Jewelry,Bracelets,Tiffany & Co.
1793,WOM,Women's Accessories,Watches,Fossil
1797,WOM,Dresses,Knee-Length,BCBGMAXAZRIA
1813,BEA,Skin Care,Sets & Kits,Others
1822,WOM,Coats & Jackets,Fleece Jacket,patagonia
1828,WOM,Pants,Casual Pants,ZARA
1832,KID,Boys 2T-5T,Swimwear,Others
1836,WOM,Women's Handbags,Totes & Shoppers,Chanel
1838,WOM,Women's Accessories,Wallets,Tory Burch
1841,WOM,Pants,"Capris, Cropped",Lululemon
1843,WOM,Athletic Apparel,"Pants, Tights, Leggings",Gymshark
1846,MEN,Men's Accessories,Watches,Fossil
1848,KID,Boys (4+),Bottoms,Others
1852,MEN,Shoes,Sandals,Birkenstock
1855,WOM,Maternity,Jeans,Others
1858,OTH,Automotive,Exterior Accessories,Others
1861,HOM,Furniture,Home Office Furniture,Others
1863,BEA,Bath & Body,Scrubs & Body Treatments,Others
1872,WOM,Tops & Blouses,"Tank, Cami",Victoria's Secret
1877,MEN,Jeans,"Classic, Straight Leg",True Religion Brand Jeans
1882,HOM,Kitchen & Dining,Wine Accessories,Others
1887,WOM,Women's Accessories,Belts,Michael Kors
1893,BEA,Bath & Body,Bath,Lush
1894,WOM,Athletic Apparel,Sports Bras,PINK
1896,WOM,Tops & Blouses,Wrap,LuLaRoe
1897,HAN,Toys,Food,Others
1898,VIN,Clothing,Swimwear,Victoria's Secret
1903,SPO,Exercise,Boxing & MMA,Others
1916,VIN,Bags and Purses,Luggage,Others
1918,VIN,Jewelry,Ring,Others
1920,MEN,Men's Accessories,Sunglasses,Adidas
1921,WOM,Athletic Apparel,Shorts,Lululemon
1927,ELE,Cell Phones & Accessories,Chargers & Cradles,Apple
1929,KID,Car Seats & Accessories,Car Seats,Others
1933,KID,Diapering,Diaper Bags,Others
1934,BEA,Makeup,Lips,Estee Lauder
1943,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",The North Face
1952,WOM,Shoes,Sandals,Birkenstock
1961,ELE,"TV, Audio & Surveillance",Headphones,Beats
1964,MEN,Shoes,Fashion Sneakers,Jordan
1966,KID,Girls 2T-5T,One-Pieces,Others
1969,WOM,Dresses,Asymmetrical Hem,LuLaRoe
1970,MEN,Coats & Jackets,Motorcycle,Others
1982,BEA,Hair Care,Shampoos,Others
1984,WOM,Sweaters,Crewneck,Victoria's Secret
1998,KID,Feeding,Bottle-Feeding,Others
2004,MEN,Sweats & Hoodies,Hoodie,Others
2006,WOM,Women's Handbags,Messenger & Crossbody,Vera Bradley
2007,WOM,Tops & Blouses,Knit Top,Others
2035,WOM,Jewelry,Necklaces,Customized & Personalized
2040,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,LG
2047,SPO,Apparel,Boys,Nike
2048,WOM,Shoes,Loafers & Slip-Ons,Sperry
2056,BEA,Makeup,Face,Urban Decay
2057,MEN,Tops,Henley,Others
2058,WOM,Jewelry,Necklaces,Kendra Scott
2059,WOM,Dresses,Full-Length,Vintage
2063,HOM,Artwork,Drawings,Others
2064,WOM,Women's Handbags,Cosmetic Bags,PINK
2076,NOI,no_info,no_info,Apple
2080,WOM,Tops & Blouses,Blouse,LuLaRoe
2095,WOM,Women's Accessories,Wallets,Vera Bradley
2097,WOM,Women's Accessories,Sunglasses,Gucci
2103,MEN,Coats & Jackets,Windbreaker,Others
2119,WOM,Skirts,Asymmetrical,LuLaRoe
2132,BEA,Makeup,Face,Kat Von D
2134,WOM,Athletic Apparel,"Pants, Tights, Leggings",Athleta
2135,WOM,Shoes,Sandals,Gucci
2142,WOM,Jeans,Boot Cut,Buckle
2148,MEN,Athletic Apparel,Shirts & Tops,Air Jordan
2157,MEN,Shoes,Athletic,ASICS
2158,WOM,Skirts,"Straight, Pencil",Others
2160,KID,Girls 0-24 Mos,Accessories,Others
2167,HOM,Kitchen & Dining,Cookware,Others
2170,VIN,Toy,Electronic,Others
2171,VIN,Bags and Purses,Formal,Others
2175,WOM,Coats & Jackets,Motorcycle,ZARA
2176,WOM,Athletic Apparel,Jackets,Adidas
2178,SPO,Exercise,Yoga & Pilates,Others
2194,ELE,Computers & Tablets,Networking & Connectivity,Others
2196,MEN,Men's Accessories,Ties,Christian Dior
2197,BEA,Makeup,Makeup Sets,Urban Decay
2204,WOM,Women's Accessories,Scarves & Wraps,Lululemon
2210,WOM,Women's Handbags,Totes & Shoppers,Kate Spade
2223,BEA,Makeup,Makeup Palettes,Kylie Cosmetics
2228,ELE,Cell Phones & Accessories,Cell Phone Accessories,Apple
2236,WOM,Athletic Apparel,Sports Bras,Lululemon
2244,BEA,Makeup,Face,Christian Dior
2245,BEA,Makeup,Lips,Victoria's Secret
2246,HAN,Other,Other,Others
2252,WOM,Athletic Apparel,Shorts,True Religion Brand Jeans
2259,WOM,Sweaters,Full Zip,Victoria's Secret
2264,SPO,Exercise,Fitness accessories,Nike
2266,HOM,Home Appliances,Humidifiers,Others
2267,WOM,Women's Accessories,Wallets,Gucci
2270,HOM,Kitchen & Dining,Coffee & Tea Accessories,Keurig
2278,BEA,Fragrance,Sets,Others
2289,MEN,Tops,Dress Shirts,vineyard vines
2292,WOM,Women's Handbags,Totes & Shoppers,Tory Burch
2293,OTH,Office supplies,Writing,Others
2294,ELE,Video Games & Consoles,Accessories,Microsoft
2295,MEN,Men's Accessories,Other,Versace
2307,WOM,Shoes,Mules & Clogs,ALDO
2311,MEN,Athletic Apparel,Shorts,Michael Kors
2312,SPO,Team Sports,Volleyball,Others
2316,HOM,Kitchen & Dining,Bakeware,Pyrex
2318,WOM,Shoes,Athletic,Reebok
2326,BEA,Hair Care,Styling Tools,Others
2335,WOM,Athletic Apparel,Shorts,Adidas
2336,WOM,Tops & Blouses,Other,Others
2343,BEA,Makeup,Lips,Yves Saint Laurent
2346,KID,Toys,Building Toys,Others
2351,KID,Toys,"Kids' Furniture, Décor & Storage",Others
2359,WOM,Coats & Jackets,Puffer,Others
2369,HAN,Geekery,Science,Others
2378,BEA,Tools & Accessories,Makeup Brushes & Tools,Tarte
2379,VIN,Jewelry,Bracelet,Others
2381,WOM,Athletic Apparel,Shirts & Tops,Victoria's Secret
2387,HOM,Seasonal Décor,Christmas,Others
2395,MEN,Men's Accessories,Watches,Michael Kors
2401,BEA,Makeup,Lips,Bobbi Brown
2423,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",vineyard vines
2425,WOM,Swimwear,One-Piece,Victoria's Secret
2428,WOM,Women's Handbags,Messenger & Crossbody,Burberry
2435,VIN,Antique,50 To 75 Years,Others
2452,VIN,Toy,Game,Others
2453,MEN,Sweaters,Other,vineyard vines
2454,OTH,Office supplies,Calendars,Others
2457,ELE,Cell Phones & Accessories,Batteries,Others
2465,BEA,Skin Care,Face,Lush
2471,WOM,Tops & Blouses,"Tank, Cami",Michael Kors
2499,WOM,Jeans,Straight Leg,Miss Me
2505,ELE,Cell Phones & Accessories,Screen Protectors,Apple
2506,WOM,Sweaters,Other,PINK
2507,WOM,Athletic Apparel,Other,Others
2519,WOM,Other,Other,Lilly Pulitzer
2529,WOM,Athletic Apparel,Shirts & Tops,LuLaRoe
2530,KID,Gear,"Swings, Jumpers & Bouncers",Others
2539,WOM,Dresses,Knee-Length,Free People
2553,MEN,Athletic Apparel,Shorts,Nike
2573,ELE,Media,Other,Others
2574,MEN,Shoes,Fashion Sneakers,Others
2591,OTH,Pet Supplies,Others,Others
2596,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,Samsung
2599,WOM,Tops & Blouses,Halter,Bebe
2602,WOM,Coats & Jackets,Raincoat,Others
2606,HOM,Kitchen & Dining,Bakeware,Rae Dunn
2611,MEN,Jeans,Other,Others
2620,NOI,no_info,no_info,Funko
2626,WOM,Skirts,Mini,PINK
2630,VIN,Collectibles,Other,Others
2632,MEN,Athletic Apparel,Shorts,Others
2633,WOM,Jewelry,Rings,James Avery
2635,SPO,Exercise,Athletic Training,Others
2639,MEN,Athletic Apparel,Jerseys,Nike
2640,MEN,Sweaters,Crewneck,Nike
2649,HOM,Kitchen & Dining,Kitchen Utensils & Gadgets,Rae Dunn
2657,SPO,Outdoors,Hiking & Camping,Others
2658,WOM,Sweaters,Scoop Neck,PINK
2661,KID,Girls 0-24 Mos,Swimwear,Others
2662,WOM,Women's Handbags,Messenger & Crossbody,Betsey Johnson
2676,WOM,Athletic Apparel,Socks,Others
2678,MEN,Shorts,Cargo,Others
2682,WOM,Shoes,Sandals,Victoria's Secret
2687,KID,Feeding,Breastfeeding,Medela
2688,WOM,Athletic Apparel,"Pants, Tights, Leggings",Reebok
2692,WOM,Suits & Blazers,Pant Suit,Others
2695,WOM,Women's Accessories,Wallets,Nike
2700,BEA,Skin Care,Face,Younique
2702,WOM,Maternity,Other,Others
2707,VIN,Housewares,Bowl,Pyrex
2708,ELE,Video Games & Consoles,Accessories,Sony
2711,WOM,Women's Handbags,Hobo,Others
2719,ELE,"TV, Audio & Surveillance",Headphones,Beats by Dr. Dre
2722,WOM,Pants,"Capris, Cropped",Athleta
2728,WOM,Jeans,"Slim, Skinny",Rock Revival
2736,WOM,Skirts,A-Line,Others
2738,BEA,Makeup,Eyes,Estee Lauder
2751,WOM,Shoes,Athletic,Converse
2752,OTH,Musical instruments,Wind & Woodwind Instruments,Others
2771,MEN,Shoes,Athletic,Others
2776,WOM,Jeans,Overalls,Others
2784,MEN,Coats & Jackets,Vest,patagonia
2793,BEA,Bath & Body,Sets,Others
2797,WOM,Maternity,Pants,Others
2798,MEN,Shoes,Sandals,Gucci
2807,WOM,Women's Handbags,Shoulder Bag,Louis Vuitton
2815,KID,Other,Other,Others
2819,WOM,Women's Accessories,Hats,Nike
2828,SPO,Exercise,Dance,Others
2829,WOM,Jewelry,Necklaces,Brighton
2860,HAN,Books and Zines,Bookmark,Others
2874,HOM,Kitchen & Dining,Kitchen & Table Linens,Others
2883,WOM,Women's Accessories,Sunglasses,Ray-Ban
2885,BEA,Tools & Accessories,Waxing,Others
2887,SPO,Apparel,Boys,patagonia
2888,WOM,Sweaters,Scoop Neck,Others
2894,WOM,Coats & Jackets,Motorcycle,Others
2900,HOM,Kitchen & Dining,Water Coolers & Filters,Others
2903,BEA,Makeup,Face,Yves Saint Laurent
2909,BEA,Skin Care,Sun,Others
2912,WOM,Women's Handbags,Messenger & Crossbody,Victoria's Secret
2916,BEA,Makeup,Makeup Sets,Jeffree Star Cosmetics
2918,MEN,Shoes,Work & Safety,Ariat
2924,KID,Safety,Monitors,Others
2926,WOM,Underwear,Other,PINK
2936,WOM,Coats & Jackets,Puffer,The North Face
2938,HOM,Cleaning Supplies,Air Fresheners,Others
2942,VIN,Electronics,Video Game,Nintendo
2953,KID,Boys 2T-5T,One-Pieces,Others
2964,MEN,Tops,T-shirts,WWE
2973,VIN,Bags and Purses,Handbag,Others
2979,KID,Boys (4+),Shoes,Others
2996,HAN,Clothing,Lingerie,Others
3017,KID,Diapering,Wipes & Holders,Others
3019,BEA,Fragrance,Men,Others
3034,HAN,Accessories,Pinback Button,Others
3045,WOM,Suits & Blazers,Blazer,ZARA
3051,WOM,Coats & Jackets,Vest,Lululemon
3052,HOM,Home Décor,Candles & Holders,Others
3053,MEN,Athletic Apparel,Other,Others
3059,WOM,Women's Handbags,Messenger & Crossbody,Rebecca Minkoff
3069,HAN,Accessories,Leg Warmers,Others
3076,KID,Feeding,Highchairs & Booster Seats,Others
3086,BEA,Makeup,Face,SeneGence
3089,ELE,"TV, Audio & Surveillance",Portable Audio & Accessories,Beats by Dr. Dre
3107,ELE,Cameras & Photography,Camcorders,Others
3109,VIN,Clothing,Sweater,Free People
3110,MEN,Pants,"Khakis, Chinos",Others
3112,MEN,Sweats & Hoodies,Track & Sweat Pants,PUMA
3123,WOM,Shoes,Loafers & Slip-Ons,UGG Australia
3138,WOM,Women's Handbags,Totes & Shoppers,PINK
3142,WOM,Shoes,Boots,PINK
3143,VIN,Accessories,Eyewear,Ray-Ban
3153,KID,Toys,Puzzles,Others
3156,VIN,Serving,Tumbler,Others
3160,VIN,Trading Cards,Vintage,Others
3170,MEN,Shorts,Other,Others
3175,WOM,Athletic Apparel,Tracksuits & Sweats,Nike
3176,WOM,Athletic Apparel,"Pants, Tights, Leggings",Adidas
3181,KID,Toys,Games,Nintendo
3189,KID,Toys,Other,Others
3216,HAN,Crochet,Supplies,Others
3220,OTH,Office supplies,Ink & Toner,Canon
3226,BEA,Makeup,Face,Younique
3229,BEA,Tools & Accessories,Makeup Brushes & Tools,Kat Von D
3241,SPO,Footwear,Cleats,Others
3245,WOM,Women's Handbags,Messenger & Crossbody,Others
3247,KID,Girls (4+),Shoes,UGG Australia
3276,WOM,Women's Accessories,Other,Victoria's Secret
3284,WOM,Coats & Jackets,Motorcycle,Harley-Davidson
3293,VIN,Toy,Action Figure,Star Wars
3310,WOM,Shoes,Sandals,ALDO
3323,MEN,Sweats & Hoodies,Hoodie,Nike
3324,WOM,Jewelry,Earrings,Chanel
3330,OTH,Books,Business & Money,Others
3337,BEA,Fragrance,Women,Estee Lauder
3344,SPO,Outdoors,Bike & Skate,Others
3347,WOM,Coats & Jackets,Windbreaker,Nike
3356,WOM,Jeans,Straight Leg,Rock Revival
3375,WOM,Shoes,Work & Safety,Others
3376,WOM,Tops & Blouses,Turtleneck,Others
3378,VIN,Home Decor,Candle Holder,Others
3380,WOM,Shoes,Boots,Dr. Martens
3385,WOM,Women's Handbags,Satchel,Michael Kors
3390,OTH,Office supplies,Organization,Others
3394,ELE,Computers & Tablets,iPad,Apple
3397,WOM,Shoes,Fashion Sneakers,Nike
3398,MEN,Shoes,Athletic,Reebok
3405,VIN,Electronics,Video Game,Sony
3413,HAN,Holidays,Other,Others
3418,WOM,Women's Handbags,Other,Victoria's Secret
3429,BEA,Makeup,Lips,MARC JACOBS
3431,WOM,Shoes,Loafers & Slip-Ons,VANS
3435,WOM,Women's Handbags,Satchel,Others
3439,WOM,Athletic Apparel,Socks,Victoria's Secret
3443,BEA,Makeup,Lips,Chanel
3445,VIN,Clothing,Skirt,Others
3452,HOM,Storage & Organization,Bathroom Storage & Organization,Others
3457,KID,Girls (4+),Other,Nike
3462,HOM,Home Décor,Baskets,Others
3475,HAN,Paper Goods,Stationery,Others
3483,ELE,"TV, Audio & Surveillance",Headphones,Samsung
3490,WOM,Women's Handbags,Totes & Shoppers,VANS
3495,BEA,Bath & Body,Scrubs & Body Treatments,Victoria's Secret
3516,MEN,Tops,T-shirts,VANS
3518,WOM,Jewelry,Necklaces,Betsey Johnson
3521,MEN,Shorts,Cargo,Rock Revival
3547,WOM,Shoes,Athletic,VANS
3549,MEN,Shoes,Loafers & Slip-Ons,Cole Haan
3566,WOM,Dresses,Full-Length,Nasty Gal
3582,WOM,Sweaters,Cardigan,Independent
3604,WOM,Women's Accessories,Wallets,Juicy Couture
3612,WOM,Coats & Jackets,Jean Jacket,ZARA
3613,BEA,Hair Care,Hair & Scalp Treatments,Others
3619,WOM,Women's Handbags,Backpack Style,The North Face
3622,SPO,Fan Shop,NFL,Nike
3626,WOM,Athletic Apparel,Jackets,Victoria's Secret
3637,SPO,Exercise,Athletic Training,Adidas
3641,WOM,Jeans,Boot Cut,True Religion Brand Jeans
3654,WOM,Tops & Blouses,Other,Buckle
3659,KID,Toys,Action Figures & Statues,Hasbro
3665,WOM,Dresses,"Above Knee, Mini",PINK
3684,HAN,Holidays,Christmas,Others
3690,MEN,Jeans,Relaxed,Others
3707,KID,Strollers,Accessories,Others
3718,MEN,Men's Accessories,Hats,Nike
3723,WOM,Athletic Apparel,Shirts & Tops,Oakley
3728,HOM,Home Décor,Home Décor Accents,Scentsy
3732,WOM,Jewelry,Necklaces,Chanel
3739,WOM,Jewelry,Necklaces,MARC BY MARC JACOBS
3767,HAN,Accessories,Lanyard,Others
3776,BEA,Makeup,Lips,Christian Dior
3777,VIN,Housewares,Coaster,Others
3797,MEN,Jeans,"Classic, Straight Leg",Silver Jeans Co.
3806,WOM,Jeans,"Capri, Cropped",Miss Me
3812,WOM,Tops & Blouses,Blouse,Victoria's Secret
3814,HAN,Jewelry,Books and Zines,Others
3816,SPO,Outdoors,Indoor,Yeti
3832,SPO,Fan Shop,NHL,Reebok
3837,WOM,Skirts,Mini,Lilly Pulitzer
3841,WOM,Tops & Blouses,Tunic,BCBGMAXAZRIA
3853,ELE,Video Games & Consoles,Accessories,Xbox
3861,WOM,Underwear,Bras,Lululemon
3873,KID,Boys (4+),Other,Others
3881,WOM,Athletic Apparel,Shorts,Athleta
3883,OTH,Office supplies,Other,Others
3886,WOM,Shoes,Sandals,Nike
3888,WOM,Jewelry,Earrings,Kate Spade
3894,SPO,Fan Shop,NBA,Reebok
3929,WOM,Shoes,Other,Others
3930,BEA,Makeup,Makeup Palettes,Younique
3936,WOM,Shoes,Slippers,UGG Australia
3947,WOM,Shoes,Sandals,PUMA
3953,MEN,Jeans,"Classic, Straight Leg",Others
3958,ELE,Cameras & Photography,Digital Cameras,Canon
3963,KID,Girls (4+),Coats & Jackets,Others
3967,SPO,Team Sports,Soccer,Nike
3983,MEN,Men's Accessories,Ties,Burberry
3990,MEN,Tops,T-shirts,Stussy
3993,OTH,Books,Reference,Others
4011,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Adidas
4025,HOM,Artwork,Posters & Prints,Others
4026,MEN,Shoes,Loafers & Slip-Ons,Steve Madden
4034,BEA,Makeup,Face,Kylie Cosmetics
4045,BEA,Tools & Accessories,Nail Tools,Others
4049,WOM,Underwear,G-Strings & Thongs,PINK
4055,HAN,Pets,Leash,Others
4067,WOM,Jeans,Boyfriend,Others
4070,WOM,Athletic Apparel,Jerseys,Reebok
4071,KID,Gear,Baby Seats,Others
4078,WOM,Women's Accessories,Other,Lululemon
4090,VIN,Toy,Car,Others
4102,MEN,Jeans,"Classic, Straight Leg",Rock Revival
4103,MEN,Sweaters,Crewneck,Others
4127,ELE,"TV, Audio & Surveillance",Televisions,Others
4139,WOM,Pants,"Capris, Cropped",Others
4143,WOM,Tops & Blouses,Knit Top,Free People
4151,WOM,Women's Handbags,Messenger & Crossbody,Louis Vuitton
4153,WOM,Athletic Apparel,Jackets,patagonia
4165,MEN,Shoes,Athletic,VANS
4191,KID,Boys (4+),Coats & Jackets,Nike
4194,NOI,no_info,no_info,tokidoki
4208,MEN,Athletic Apparel,Jackets,Adidas
4214,WOM,Athletic Apparel,Shirts & Tops,Adidas
4223,KID,Diapering,Diaper Bags,All
4225,WOM,Shoes,Boots,Ariat
4227,WOM,Shoes,Fashion Sneakers,TOMS
4234,WOM,Women's Accessories,Watches,Kate Spade
4235,WOM,Jeans,"Slim, Skinny",TopShop
4248,ELE,Computers & Tablets,Laptops & Netbooks,HP
4250,HOM,Home Décor,Vases,Others
4256,WOM,Athletic Apparel,Shirts & Tops,Athleta
4264,ELE,Cell Phones & Accessories,Chargers & Cradles,Samsung
4270,KID,Girls (4+),Shoes,Converse
4301,WOM,Jewelry,Necklaces,Independent
4330,HOM,Home Décor,Area Rugs & Pads,Others
4332,HOM,Bedding,Blankets & Throws,Vera Bradley
4354,WOM,Jewelry,Bracelets,Juicy Couture
4361,VIN,Home Decor,Tray,Others
4372,WOM,Sweaters,"Turtleneck, Mock",PINK
4374,HOM,Home Appliances,"Wine, Beer & Beverage Coolers",Others
4377,WOM,Women's Handbags,Other,Others
4383,WOM,Jeans,Flare,Others
4389,VIN,Toy,Doll,Others
4393,WOM,Jeans,Flare,7 For All Mankind®
4397,KID,Boys 2T-5T,Shoes,Converse
4409,KID,Boys (4+),Top & T-shirts,Nike
4416,MEN,Tops,"Polo, Rugby",Burberry
4418,MEN,Pants,Dress - Flat Front,Others
4420,WOM,Skirts,Maxi,Victoria's Secret
4444,WOM,Coats & Jackets,Trench,Others
4477,MEN,Men's Accessories,Watches,Gucci
4481,WOM,Jewelry,Bracelets,James Avery
4519,WOM,Women's Accessories,Watches,Chanel
4521,WOM,Shoes,Athletic,New Balance
4535,MEN,Sweats & Hoodies,Hoodie,Supreme
4537,MEN,Athletic Apparel,Pants,Lululemon
4541,VIN,Bags and Purses,Purse,Michael Kors
4544,KID,Feeding,Breastfeeding,Others
4551,WOM,Shoes,Sandals,TOMS
4555,MEN,Coats & Jackets,Jean Jacket,Others
4560,WOM,Jeans,Straight Leg,True Religion Brand Jeans
4573,KID,Pregnancy & Maternity,Prenatal Monitoring Devices,Others
4580,WOM,Dresses,Full-Length,Customized & Personalized
4582,WOM,Coats & Jackets,Other,vineyard vines
4599,KID,Diapering,Cloth Diapers,All
4610,HOM,Seasonal Décor,Easter,Others
4630,WOM,Women's Accessories,Sunglasses,Oakley
4652,ELE,Computers & Tablets,"Drives, Storage & Media",Sony
4654,OTH,Automotive,Performance Parts & Accessories,Others
4660,WOM,Shoes,Loafers & Slip-Ons,TOMS
4661,WOM,Women's Accessories,Watches,Coach
4667,WOM,Jewelry,Bracelets,Brighton
4678,ELE,Cameras & Photography,Film Photography,Others
4688,MEN,Athletic Apparel,Shorts,Adidas
4689,WOM,Shoes,Pumps,Louis Vuitton
4703,WOM,Women's Handbags,Messenger & Crossbody,Gucci
4704,WOM,Shoes,Slippers,Victoria's Secret
4731,WOM,Sweaters,Cardigan,Victoria's Secret
4742,KID,Girls (4+),Swimwear,Others
4762,KID,Toys,Toy Remote Control & Play Vehicles,Others
4781,WOM,Jeans,"Capri, Cropped",Rock Revival
4783,MEN,Coats & Jackets,Varsity,Others
4798,ELE,Cell Phones & Accessories,Headsets,Beats by Dr. Dre
4809,SPO,Golf,Electronics,Others
4816,WOM,Women's Accessories,Hair Accessories,Nike
4834,KID,Gear,Travel Beds,Others
4838,SPO,Team Sports,Tennis & Racquets,Others
4851,WOM,Women's Handbags,Shoulder Bag,Victoria's Secret
4867,WOM,Women's Accessories,Sunglasses,Brighton
4884,KID,Toys,Games,Spin Master
4890,WOM,Sweaters,Cowl Neck,PINK
4893,MEN,Swimwear,Board Shorts,Others
4903,WOM,Athletic Apparel,Shirts & Tops,lululemon athletica
4912,BEA,Skin Care,Eyes,Others
4915,MEN,Shoes,Loafers & Slip-Ons,Others
4921,WOM,Sweaters,Other,patagonia
4925,ELE,Cameras & Photography,Digital Cameras,Nikon
4939,WOM,Shoes,Pumps,Nordstrom
4946,WOM,Jewelry,Necklaces,Kate Spade
4959,WOM,Shoes,Sandals,Free People
4966,MEN,Men's Accessories,Hats,Air Jordan
4969,VIN,Clothing,Dress,Vintage
4979,BEA,Skin Care,Hands & Nails,Others
4982,VIN,Antique,75 To 100 Years,Others
4988,WOM,Dresses,Mid-Calf,LuLaRoe
4989,BEA,Makeup,Eyes,SeneGence
4996,HOM,Seasonal Décor,Thanksgiving,Others
5007,VIN,Trading Cards,"Action, Adventure",Others
5008,ELE,Cameras & Photography,Camera & Photo Accessories,Fuji
5016,VIN,Jewelry,Pendant,Others
5028,MEN,Tops,Tank,Nike
5032,MEN,Tops,T-shirts,True Religion Brand Jeans
5046,BEA,Makeup,Face,Chanel
5054,KID,Safety,Cabinet Locks & Straps,Others
5055,ELE,Video Games & Consoles,Consoles,Others
